fps
FPS: 10.00
FPS: 14.70
FPS: 14.28
FPS: 14.49
FPS: 13.33
FPS: 14.49
FPS: 14.49
FPS: 13.51
FPS: 13.51
FPS: 14.92
FPS: 13.89
FPS: 13.33
FPS: 11.63
FPS: 14.70
FPS: 12.98
FPS: 15.15
FPS: 12.19
FPS: 15.87
FPS: 11.90
FPS: 14.70
FPS: 12.05
FPS: 14.70
FPS: 14.70
FPS: 15.38
FPS: 13.51
FPS: 14.92
FPS: 11.11
FPS: 13.16
FPS: 10.41
FPS: 13.16
FPS: 14.92
FPS: 13.15
FPS: 15.15
FPS: 14.49
FPS: 14.92
FPS: 13.15
FPS: 13.70
FPS: 10.31
FPS: 14.49
FPS: 13.33
FPS: 14.08
FPS: 12.82
FPS: 13.70
FPS: 12.05
FPS: 12.34
FPS: 14.08
FPS: 15.38
FPS: 15.15
FPS: 15.38
FPS: 13.70
FPS: 14.70
FPS: 14.28
FPS: 15.38
FPS: 14.49
FPS: 15.15
FPS: 14.92
FPS: 15.15
FPS: 15.38
FPS: 14.28
FPS: 14.70
FPS: 14.92
FPS: 14.28
FPS: 15.62
FPS: 15.15
FPS: 15.15
FPS: 13.89
FPS: 15.38
FPS: 14.70
FPS: 15.15
FPS: 14.08
FPS: 15.14
FPS: 14.28
FPS: 15.15
FPS: 14.92
FPS: 14.49
FPS: 14.92
FPS: 15.15
FPS: 13.89
FPS: 15.38
FPS: 14.08
FPS: 15.15
FPS: 14.79
FPS: 11.63
FPS: 15.87
FPS: 15.38
FPS: 15.87
FPS: 15.38
FPS: 12.82
FPS: 14.92
FPS: 15.62
FPS: 14.28
FPS: 15.62
FPS: 14.08
FPS: 15.62
FPS: 15.15
FPS: 15.38
FPS: 15.15
FPS: 14.28
FPS: 15.62
FPS: 14.92
FPS: 15.62
FPS: 14.70
FPS: 15.62
FPS: 14.49
FPS: 15.62
FPS: 15.14
FPS: 15.38
FPS: 13.15
FPS: 14.49
FPS: 12.98
FPS: 15.15
FPS: 14.49
FPS: 14.70
FPS: 15.15
FPS: 15.38
FPS: 14.28
FPS: 15.38
FPS: 14.28
FPS: 14.70
FPS: 14.08
FPS: 15.38
FPS: 13.51
FPS: 15.38
FPS: 14.92
FPS: 15.62
FPS: 14.28
FPS: 15.15
FPS: 15.62
FPS: 14.92
FPS: 15.62
FPS: 15.15
FPS: 16.13
FPS: 14.92
FPS: 15.87
FPS: 14.58
FPS: 15.38
FPS: 14.70
FPS: 15.62
FPS: 14.70
FPS: 15.62
FPS: 15.29
FPS: 15.62
FPS: 15.32
FPS: 15.62
FPS: 15.15
FPS: 14.28
FPS: 13.70
FPS: 15.38
FPS: 14.92
FPS: 15.62
FPS: 15.15
FPS: 15.15
FPS: 12.34
FPS: 15.38
FPS: 14.92
FPS: 15.15
FPS: 14.49
FPS: 15.38
FPS: 14.49
FPS: 15.62
FPS: 15.38
FPS: 15.87
FPS: 15.14
FPS: 15.15
FPS: 14.70
FPS: 15.62
FPS: 14.28
FPS: 15.62
FPS: 12.82
FPS: 15.62
FPS: 13.70
FPS: 15.87
FPS: 15.62
FPS: 15.87
FPS: 14.92
FPS: 11.24
FPS: 14.49
FPS: 15.62
FPS: 14.29
FPS: 15.62
FPS: 14.70
FPS: 15.62
FPS: 15.15
FPS: 15.15
FPS: 14.08
FPS: 15.38
FPS: 15.87
FPS: 15.87
FPS: 14.70
FPS: 15.87
FPS: 14.70
FPS: 19.89
FPS: 14.70
FPS: 15.38
FPS: 14.08
FPS: 15.15
FPS: 14.49
FPS: 15.15
FPS: 15.61
FPS: 15.87
FPS: 15.38
FPS: 15.55
FPS: 14.78
FPS: 15.15
FPS: 15.15
FPS: 15.62
FPS: 14.49
FPS: 15.15
FPS: 15.15
FPS: 15.15
FPS: 14.80
FPS: 15.87
FPS: 15.15
FPS: 14.92
FPS: 14.94
FPS: 15.15
FPS: 15.62
FPS: 15.14
FPS: 15.15
FPS: 14.08
FPS: 15.15
FPS: 15.14
FPS: 15.38
FPS: 15.15
FPS: 15.15
FPS: 14.70
FPS: 15.62
FPS: 14.08
FPS: 15.38
FPS: 15.15
FPS: 15.62
FPS: 14.49
FPS: 15.38
FPS: 14.08
FPS: 13.51
FPS: 13.89
FPS: 15.15
FPS: 14.92
FPS: 14.92
FPS: 13.70
FPS: 14.70
FPS: 14.08
FPS: 15.15
FPS: 14.28
FPS: 15.62
FPS: 14.49
FPS: 14.28
FPS: 15.15
FPS: 14.92
FPS: 14.49
FPS: 14.49
FPS: 14.92
FPS: 14.28
FPS: 14.92
FPS: 15.62
FPS: 14.92
FPS: 15.15
FPS: 14.49
FPS: 7.76
FPS: 14.92
FPS: 15.38
FPS: 14.49
FPS: 14.70
FPS: 15.62
FPS: 14.49
FPS: 15.38
FPS: 14.70
FPS: 15.38
FPS: 14.70
FPS: 15.38
FPS: 15.15
FPS: 15.15
FPS: 15.15
FPS: 15.15
FPS: 15.15
FPS: 15.15
FPS: 15.15
FPS: 15.62
FPS: 15.15
FPS: 15.38
FPS: 14.92
FPS: 15.62
FPS: 15.15
FPS: 15.62
FPS: 15.38
FPS: 15.38
FPS: 14.08
FPS: 15.62
FPS: 14.70
FPS: 15.15
FPS: 15.62
FPS: 15.62
FPS: 15.15
FPS: 15.62
FPS: 15.15
FPS: 15.15
FPS: 15.15
FPS: 14.70
FPS: 14.71
FPS: 15.15
FPS: 14.28
FPS: 15.61
FPS: 14.70
FPS: 15.62
FPS: 14.70
FPS: 15.38
FPS: 15.15
FPS: 15.38
FPS: 15.23
FPS: 15.62
FPS: 14.92
FPS: 15.38
FPS: 15.15
FPS: 15.62
FPS: 15.15
FPS: 15.38
FPS: 15.15
FPS: 15.62
FPS: 15.15
FPS: 15.38
FPS: 15.49
FPS: 15.62
FPS: 15.62
FPS: 15.87
FPS: 15.38
FPS: 15.87
FPS: 14.70
FPS: 15.87
FPS: 15.62
FPS: 15.38
FPS: 15.62
FPS: 15.15
FPS: 15.15
FPS: 16.13
FPS: 14.92
FPS: 15.38
FPS: 15.62
FPS: 15.38
FPS: 15.15
FPS: 15.62
FPS: 14.70
FPS: 14.92
FPS: 14.70
FPS: 15.87
FPS: 14.70
FPS: 15.15
FPS: 14.92
FPS: 15.15
FPS: 14.70
FPS: 15.15
FPS: 14.70
FPS: 15.15
FPS: 15.15
FPS: 14.70
FPS: 14.70
FPS: 15.62
FPS: 14.92
FPS: 15.15
FPS: 15.15
FPS: 15.62
FPS: 14.28
FPS: 9.80
FPS: 13.89
FPS: 14.08
FPS: 14.70
FPS: 10.64
FPS: 15.61
FPS: 15.38
FPS: 10.31
FPS: 15.87
FPS: 14.70
FPS: 15.38
FPS: 15.38
FPS: 14.70
FPS: 15.38
FPS: 14.92
FPS: 15.62
FPS: 13.70
FPS: 14.70
FPS: 15.38
FPS: 15.38
FPS: 15.15
FPS: 14.28
FPS: 10.83
FPS: 15.15
FPS: 15.38
FPS: 11.63
FPS: 15.38
FPS: 15.38
FPS: 15.38
FPS: 14.70
FPS: 15.15
FPS: 15.62
FPS: 14.92
FPS: 15.62
FPS: 14.70
FPS: 15.38
FPS: 14.08
FPS: 15.62
FPS: 14.56
FPS: 14.92
FPS: 14.70
FPS: 14.92
FPS: 14.28
FPS: 15.15
FPS: 15.15
FPS: 15.62
FPS: 15.15
FPS: 15.15
FPS: 15.38
FPS: 15.38
FPS: 14.28
FPS: 14.92
FPS: 15.38
FPS: 15.15
FPS: 14.49
FPS: 15.15
FPS: 14.92
FPS: 15.62
FPS: 14.28
FPS: 15.62
FPS: 14.92
FPS: 14.70
FPS: 14.27
FPS: 14.08
FPS: 15.87
FPS: 15.38
FPS: 14.70
FPS: 15.15
FPS: 15.62
FPS: 15.67
FPS: 15.62
FPS: 15.61
FPS: 15.38
FPS: 14.49
FPS: 15.38
FPS: 15.15
FPS: 15.87
FPS: 14.92
FPS: 15.87
FPS: 14.70
FPS: 16.13
FPS: 15.38
FPS: 15.38
FPS: 14.49
FPS: 15.38
FPS: 14.92
FPS: 15.87
FPS: 14.92
FPS: 15.62
FPS: 15.38
FPS: 15.62
FPS: 15.15
FPS: 15.87
FPS: 14.70
FPS: 15.62
FPS: 15.15
FPS: 15.62
FPS: 15.15
FPS: 15.15
FPS: 15.15
FPS: 15.38
FPS: 15.62
FPS: 15.87
FPS: 14.92
FPS: 15.62
FPS: 15.62
FPS: 15.62
FPS: 15.15
FPS: 16.13
FPS: 14.92
FPS: 15.62
FPS: 15.15
FPS: 15.62
FPS: 15.15
FPS: 15.15
FPS: 14.70
FPS: 15.38
FPS: 15.26
FPS: 15.87
FPS: 15.38
FPS: 16.13
FPS: 15.63
FPS: 15.62
FPS: 14.71
FPS: 15.86
FPS: 15.65
FPS: 15.62
FPS: 15.38
FPS: 15.15
FPS: 16.13
FPS: 15.62
FPS: 15.38
FPS: 15.15
FPS: 15.87
FPS: 15.86
FPS: 15.62
FPS: 16.13
FPS: 14.92
FPS: 14.08
FPS: 15.38
FPS: 16.12
FPS: 15.87
FPS: 15.38
FPS: 15.87
FPS: 11.11
FPS: 14.49
FPS: 15.87
FPS: 15.38
FPS: 14.70
FPS: 14.92
FPS: 14.70
FPS: 15.38
FPS: 14.70
FPS: 12.19
FPS: 14.28
FPS: 15.62
FPS: 13.89
FPS: 15.38
FPS: 14.49
FPS: 15.62
FPS: 15.62
FPS: 15.62
FPS: 15.87
FPS: 16.13
FPS: 15.38
FPS: 15.62
FPS: 15.87
FPS: 15.62
FPS: 15.62
FPS: 16.13
FPS: 14.70
FPS: 15.86
FPS: 15.87
FPS: 15.62
FPS: 15.62
FPS: 15.14
FPS: 14.49
FPS: 15.39
FPS: 14.70
FPS: 15.62
FPS: 14.70
FPS: 15.87
FPS: 14.92
FPS: 15.38
FPS: 15.15
FPS: 15.87
FPS: 15.03
FPS: 15.62
FPS: 14.92
FPS: 15.38
FPS: 15.38
FPS: 15.15
FPS: 15.62
FPS: 15.87
FPS: 15.15
FPS: 15.87
FPS: 15.38
FPS: 16.12
FPS: 14.70
FPS: 14.92
FPS: 15.62
FPS: 15.62
FPS: 15.62
FPS: 13.51
FPS: 15.62
FPS: 14.92
FPS: 15.62
FPS: 14.92
